CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
17c1b1ad21ea   case2-edgeIoTDevSim-85    0.04%     49.43MiB / 500MiB     9.89%     2.28MB / 26.6kB   0B / 0B     21
65016dead28e   case2-edgeIoTDevSim-34    0.00%     47.67MiB / 500MiB     9.53%     2.28MB / 27.1kB   0B / 0B     21
4f0c3525c7a6   case2-edgeIoTDevSim-84    0.00%     47.33MiB / 500MiB     9.47%     2.29MB / 28.1kB   0B / 0B     21
c0a417334ff3   case2-edgeIoTDevSim-47    0.00%     49.33MiB / 500MiB     9.87%     2.28MB / 29.3kB   0B / 0B     21
9f1c6d8bf203   case2-edgeIoTDevSim-96    0.00%     45.05MiB / 500MiB     9.01%     2.28MB / 28.2kB   0B / 0B     21
6919680e8dce   case2-edgeIoTDevSim-76    0.00%     51.16MiB / 500MiB     10.23%    2.28MB / 26.1kB   0B / 0B     21
35a67880f2a9   case2-edgeIoTDevSim-43    0.00%     45MiB / 500MiB        9.00%     2.28MB / 27.2kB   0B / 0B     21
b74d058e82c3   case2-edgeIoTDevSim-95    0.00%     47.39MiB / 500MiB     9.48%     2.28MB / 27.2kB   0B / 0B     21
afdbd9d4ec45   case2-edgeIoTDevSim-1     0.00%     47.12MiB / 500MiB     9.42%     2.28MB / 27.6kB   0B / 0B     21
1b3971616aa7   case2-edgeIoTDevSim-38    0.00%     47.29MiB / 500MiB     9.46%     2.28MB / 26.8kB   0B / 0B     21
02fcec77ff7a   case2-edgeIoTDevSim-28    0.04%     45.37MiB / 500MiB     9.07%     2.28MB / 25.5kB   0B / 0B     21
894b531654ee   cloud_broker              0.00%     60.53MiB / 31.35GiB   0.19%     2.29MB / 31.6kB   0B / 0B     21
3221a0750da4   case2-edgeIoTDevSim-54    0.04%     47.08MiB / 500MiB     9.42%     2.28MB / 28.8kB   0B / 0B     21
940ccb9ea457   case2-edgeIoTDevSim-13    0.05%     47.43MiB / 500MiB     9.49%     2.28MB / 26.4kB   0B / 0B     21
7a5733c5f637   case2-edgeIoTDevSim-31    0.00%     45.29MiB / 500MiB     9.06%     2.28MB / 26.8kB   0B / 0B     21
0033b30b2139   case2-edgeIoTDevSim-60    0.00%     47.07MiB / 500MiB     9.41%     2.28MB / 27.7kB   0B / 0B     21
afa1aa86072b   case2-edgeIoTDevSim-56    0.00%     47.21MiB / 500MiB     9.44%     2.28MB / 27.8kB   0B / 0B     21
1a413bbb778e   case2-edgeIoTDevSim-79    0.00%     44.87MiB / 500MiB     8.97%     2.28MB / 28.5kB   0B / 0B     21
3da373498f37   case2-edgeIoTDevSim-12    0.00%     47.04MiB / 500MiB     9.41%     2.28MB / 26.4kB   0B / 0B     21
d52ed8d342d3   case2-edgeIoTDevSim-3     0.00%     44.78MiB / 500MiB     8.96%     2.28MB / 29.3kB   0B / 0B     21
acbdb8e0487c   case2-edgeIoTDevSim-44    0.00%     46.95MiB / 500MiB     9.39%     2.28MB / 28.8kB   0B / 0B     21
55112afbb7a0   case2-edgeIoTDevSim-23    0.00%     45.1MiB / 500MiB      9.02%     2.28MB / 24.7kB   0B / 0B     21
54e2f42b2f93   case2-edgeIoTDevSim-77    0.00%     49.07MiB / 500MiB     9.81%     2.28MB / 26.8kB   0B / 0B     21
7741d152d5ef   case2-mongodb-1           0.28%     77.62MiB / 31.35GiB   0.24%     39kB / 21.6kB     0B / 0B     41
6cb616437259   case2-edgeIoTDevSim-68    0.04%     47.06MiB / 500MiB     9.41%     2.28MB / 30.5kB   0B / 0B     21
1e80cd309967   case2-edgeIoTDevSim-17    0.04%     45.43MiB / 500MiB     9.09%     2.28MB / 24.8kB   0B / 0B     21
7794247e8f75   case2-edgeIoTDevSim-62    0.05%     47.15MiB / 500MiB     9.43%     2.28MB / 29.8kB   0B / 0B     21
7c16278adb29   case2-edgeIoTDevSim-25    0.00%     49.07MiB / 500MiB     9.81%     2.28MB / 24.2kB   0B / 0B     21
d20cecb6d45a   case2-edgeIoTDevSim-99    0.00%     47MiB / 500MiB        9.40%     2.28MB / 26.7kB   0B / 0B     21
8a5552b69dd3   case2-edgeIoTDevSim-58    0.00%     47.44MiB / 500MiB     9.49%     2.28MB / 26.5kB   0B / 0B     21
f3bd22322c44   case2-edgeIoTDevSim-98    0.00%     46.75MiB / 500MiB     9.35%     2.28MB / 26.7kB   0B / 0B     21
a1f98b6e6dae   case2-edgeIoTDevSim-70    0.00%     47.1MiB / 500MiB      9.42%     2.28MB / 32.9kB   0B / 0B     21
11bf62ba8973   case2-edgeIoTDevSim-11    0.00%     45.04MiB / 500MiB     9.01%     2.28MB / 43.9kB   0B / 0B     21
40f383ceef03   case2-edgeIoTDevSim-27    0.00%     46.98MiB / 500MiB     9.40%     2.28MB / 27.4kB   0B / 0B     21
66cdf6be2034   case2-edgeIoTDevSim-65    0.00%     45.11MiB / 500MiB     9.02%     2.28MB / 27.1kB   0B / 0B     21
5979a48ae94b   case2-edgeIoTDevSim-87    0.00%     47.35MiB / 500MiB     9.47%     2.28MB / 29.9kB   0B / 0B     21
63c544253bf5   case2-edgeIoTDevSim-92    0.00%     47.06MiB / 500MiB     9.41%     2.28MB / 29.4kB   0B / 0B     21
